,country,equipment_type,equipment_subtype,status,source,date
0,RUS,"Trucks, Vehicles and Jeeps",GAZ-66,captured,https://i.postimg.cc/ncy3jWxy/55488.png,2022-03-07
1,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,destroyed,https://i.postimg.cc/W4yTJ718/n89.jpg,2022-03-07
2,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,destroyed,https://i.postimg.cc/gc8PP5ZG/d3.png,2022-03-07
3,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,abandoned,https://i.postimg.cc/1ttjTBH0/4455.png,2022-03-07
4,RUS,"Trucks, Vehicles and Jeeps",ZiL-131,abandoned,https://i.postimg.cc/8k2Hgm1B/Screenshot-8397.png,2022-03-07
5,RUS,"Trucks, Vehicles and Jeeps",9T452 transporter-loader (for BM-27 'Uragan' MRL),destroyed,https://i.postimg.cc/QNzHJ4Yk/n2.png,2022-03-07
6,RUS,"Trucks, Vehicles and Jeeps",GAZ-3308,abandoned,https://postimg.cc/cg7mbbzG,2022-03-07
7,RUS,"Trucks, Vehicles and Jeeps",GAZ-3308,abandoned,https://postimg.cc/62xczXYh,2022-03-07
8,RUS,"Trucks, Vehicles and Jeeps",GAZ Sobol,destroyed,https://i.postimg.cc/gkPg5HgC/Screenshot-8289.png,2022-03-07
9,RUS,"Trucks, Vehicles and Jeeps",GAZ Sobol,abandoned,https://postimg.cc/87FbS5YH,2022-03-07
10,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,damaged,https://postimg.cc/kVDPCNz0,2022-03-07
11,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/vB5YMv7C/754.png,2022-03-07
12,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Z5GKzh1D/r1.png,2022-03-07
13,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/pXL1Kn3v/5583.png,2022-03-07
14,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/dQSXZBB2/74.png,2022-03-07
15,RUS,"Trucks, Vehicles and Jeeps",Ural-4320,captured,https://i.postimg.cc/Jn500txp/55799.png,2022-03-07
